id,title,vote_average,overview,revenue,release_date
51248,11-11-11,4.6,"After the death of his wife and child, an author travels to Barcelona to see his estranged brother and dying father, where he learns that his life is plagued by events that occur on 11/11/11.",0,2011-11-11
74523,Born to Race,6.3,"Born To Race is the story of Danny Krueger, a rebellious young street racer on a collision course with trouble. After an accident at an illegal street race, he is sent to a small town to live with his estranged father, a washed up NASCAR racer. When Danny decides to enter the NHRA High School Drags, he's forced to seek his father's help in taking down the local hot shot.",0,2011-03-19
81167,Woody Allen: A Documentary,6.9,"Iconic writer, director, actor, comedian and musician Woody Allen allowed his life and creative process to be documented on-camera for the first time. With this unprecedented access, Emmy-winning, Oscar-nominated filmmaker Robert B. Weide followed the notoriously private film legend over a year and a half to create the ultimate film biography. ""Woody Allen: A Documentary"" chronicles Allen's career - from teen writer to Sid Caesar's TV scribe, from stand-up comedian to award-winning writer-director averaging one film-per-year for more than 40 years. Exploring Allen's writing habits, casting, directing, and relationship with his actors first-hand, new interviews with A-listers, writing partners, family and friends provide insight and backstory to the usually inscrutable filmmaker.",0,2011-11-20
70338,"A Fairly Odd Movie: Grow Up, Timmy Turner!",5.1,"The television movie is set in the city of Dimmsdale and centers on the series' main protagonist Timmy Turner with his fairy godparents Cosmo and Wanda and his fairy godbrother Poof. In the movie, Timmy is now 23 years old but is still in fifth grade with his fairy-obsessed fifth grade teacher Mr. Crocker. Despite being grown up, Timmy finds a loophole in the fairy rulebook Da Rules: if he continues to act like a kid, he will still get to keep his fairies. However, the dilemma rises when Tootie, who was once a dorky girl when she was 10 years old, returns to Dimmsdale as an attractive woman. Timmy falls in love with her, a sign that he is growing up to an adult, which means he is closer to losing his fairies. Meanwhile, an oil business tycoon named Hugh J. Magnate, Jr., who teams up with Mr. Crocker, plans to use Timmy's fairies' magic in order to promote his oil business.",0,2011-07-09
84226,The Day,5.0,"Open war against humanity rages. For five survivors – lost and on the run – the pursuit is relentless, the bullets are dwindling and the battle is everywhere. This is a 24-hour look into their lives.",0,2011-09-15
67675,Glee: The Concert Movie,7.4,"A concert documentary shot during the Glee Live! In Concert! summer 2011 tour, featuring song performances and Glee fans' life stories and how the show influenced them.",18663238,2011-08-11
59678,Attack the Block,6.4,A teen gang in a South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.,3964682,2011-05-12
24428,The Avengers,7.7,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",1518815515,2012-04-25
118406,Naruto Shippuden the Movie: Road to Ninja,7.5,"Sixteen years ago, a mysterious masked ninja unleashes a powerful creature known as the Nine-Tailed Demon Fox on the Hidden Leaf Village Konoha, killing many people. In response, the Fourth Hokage Minato Namikaze and his wife Kushina Uzumaki, the Demon Fox's living prison or Jinchūriki, manage to seal the creature inside their newborn son Naruto Uzumaki. With the Tailed Beast sealed, things continued as normal. However, in the present day, peace ended when a group of ninja called the Akatsuki attack Konoha under the guidance of Tobi, the mysterious masked man behind Fox's rampage years ago who intends on executing his plan to rule the world by shrouding it in illusions.",17322136,2012-07-28
57214,Project X,6.7,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",100000000,2012-03-01
50620,The Twilight Saga: Breaking Dawn - Part 2,6.5,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",829000000,2012-11-13
76589,Justice League: Doom,7.5,"An adaptation of Mark Waid's ""Tower of Babel"" story from the JLA comic. Vandal Savage steals confidential files Batman has compiled on the members of the Justice League, and learns all their weaknesses.",0,2012-02-28
70981,Prometheus,6.5,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",403170142,2012-05-30
76492,Hotel Transylvania,6.9,"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!",358375603,2012-09-20
82690,Wreck-It Ralph,7.3,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",471222889,2012-01-01
1930,The Amazing Spider-Man,6.6,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",757930663,2012-06-23
72105,Ted,6.4,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",549368315,2012-06-29
